property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,servant room,furnishing_type,luxury_category,floor_category
flat,sector 47,2.4,3,3,3+,Moderately Old,2086.04,Yes,semifurnished,Medium,Mid Floor
house,sector 15,1.8,4,3,1,Old Property,1989.0,No,unfurnished,Low,Low Floor
flat,sector 67a,2.0,3,3,2,Under Construction,1726.96,No,unfurnished,Low,Mid Floor
flat,sector 43,4.2,3,4,2,Under Construction,2149.98,No,unfurnished,Low,Mid Floor
flat,sector 102,1.4,3,3,3,Relatively New,1650.0,Yes,unfurnished,Medium,Mid Floor
house,sector 5,0.8,2,2,1,Old Property,994.0,No,unfurnished,Low,Low Floor
flat,sector 90,1.25,3,3,3+,Relatively New,1929.97,Yes,unfurnished,Medium,Mid Floor
flat,sector 81,0.82,2,2,3,Relatively New,885.29,No,unfurnished,Medium,Low Floor
flat,sector 81,2.21,3,3,3+,Relatively New,2132.01,Yes,furnished,Medium,Mid Floor
flat,sector 81,2.35,3,4,3+,Relatively New,2091.96,Yes,unfurnished,Medium,High Floor
flat,sector 91,0.9,2,2,2,Relatively New,1309.97,No,furnished,Medium,High Floor
flat,sector 66,2.4,3,2,3,Relatively New,1836.97,Yes,semifurnished,High,Mid Floor
flat,manesar,0.75,3,2,2,Moderately Old,1660.01,No,unfurnished,Low,Mid Floor
flat,sector 90,0.65,2,2,3,Relatively New,1350.01,No,unfurnished,High,Mid Floor
flat,sector 86,0.43,2,2,1,New Property,624.87,No,unfurnished,Medium,Mid Floor
flat,sector 69,1.68,4,4,2,Relatively New,2010.05,No,unfurnished,Medium,Low Floor
house,sector 3 phase 2,1.1,5,4,2,Relatively New,1177.45,No,unfurnished,Low,Low Floor
flat,sector 50,2.35,3,3,3,Moderately Old,2093.04,No,semifurnished,Medium,Mid Floor
flat,sector 73,0.9,3,3,3,Under Construction,1792.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 65,1.42,2,2,2,Relatively New,1019.99,No,semifurnished,High,Mid Floor
flat,sohna road,0.95,2,2,3,Under Construction,1457.0,No,unfurnished,Low,Mid Floor
flat,sector 92,0.42,3,3,1,Relatively New,797.99,No,unfurnished,Low,Low Floor
flat,sector 22,2.55,3,3,3,Relatively New,1860.0,No,furnished,Low,Mid Floor
flat,sector 86,1.25,3,4,3+,Relatively New,1929.97,Yes,unfurnished,Medium,Low Floor
flat,sector 90,1.25,3,3,3,Moderately Old,1701.99,Yes,unfurnished,Medium,High Floor
flat,sector 67,4.5,4,4,3+,Relatively New,3154.04,Yes,semifurnished,High,High Floor
flat,sector 90,1.27,4,5,2,New Property,2575.05,Yes,unfurnished,Medium,Mid Floor
flat,sohna road road,0.69,2,2,2,Under Construction,1492.0,No,unfurnished,Low,Mid Floor
flat,sohna road,0.4,2,2,1,New Property,623.01,No,unfurnished,Low,Mid Floor
flat,sector 81,1.15,3,2,3+,Relatively New,1660.01,No,unfurnished,Medium,High Floor
house,sector 50,7.35,4,4,3+,Moderately Old,2387.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 95,0.6,2,2,2,Relatively New,1075.96,No,unfurnished,Low,High Floor
flat,sector 79,1.34,2,2,3,Relatively New,1571.96,No,unfurnished,High,Low Floor
flat,sector 104,0.85,2,2,3,Relatively New,1808.0,No,unfurnished,Medium,High Floor
flat,manesar,0.92,3,3,3+,Moderately Old,2287.01,Yes,unfurnished,Low,Mid Floor
flat,sector 49,1.9,3,3,3,Old Property,1805.0,No,semifurnished,Low,Low Floor
flat,sector 107,0.82,2,2,3+,Relatively New,1366.05,No,unfurnished,Medium,Mid Floor
flat,sector 99a,0.59,2,2,3,Under Construction,1252.0,No,unfurnished,Medium,Low Floor
flat,sohna road,0.4,2,2,2,Relatively New,878.34,No,unfurnished,Low,Low Floor
flat,sector 37c,1.27,3,3,3,Relatively New,1763.02,No,unfurnished,Low,Low Floor
flat,sector 37d,0.55,2,2,3,New Property,850.03,No,unfurnished,Medium,Mid Floor
flat,sector 103,1.25,3,4,3,Under Construction,2258.1,Yes,unfurnished,Medium,High Floor
flat,sohna road,0.78,3,3,3,Relatively New,1508.53,No,unfurnished,High,Mid Floor
flat,sector 70a,1.2,3,3,3+,Relatively New,1700.05,No,furnished,Low,Low Floor
flat,sector 81,0.87,2,2,3,Relatively New,1360.02,No,unfurnished,Medium,Mid Floor
flat,sector 48,5.0,3,4,3,Moderately Old,5361.93,No,unfurnished,Medium,High Floor
flat,sohna road,0.21,1,1,1,Relatively New,491.39,No,unfurnished,Low,Low Floor
house,sector 26,19.0,6,8,3+,Moderately Old,4972.0,Yes,semifurnished,Medium,Mid Floor
house,sector 40,2.1,3,3,2,Moderately Old,994.0,No,semifurnished,Low,Mid Floor
flat,sector 68,0.82,2,2,3+,Under Construction,1180.05,No,unfurnished,Medium,High Floor
flat,sector 86,1.3,2,2,3,Relatively New,1480.04,No,unfurnished,Low,Mid Floor
flat,sector 102,1.3,3,3,3,Relatively New,1650.0,Yes,unfurnished,Medium,Mid Floor
house,sector 105,1.3,3,3,1,Moderately Old,1243.0,No,unfurnished,Low,Low Floor
flat,sector 77,1.75,3,3,3+,Relatively New,2025.01,Yes,unfurnished,Medium,High Floor
flat,sector 79,1.33,2,2,3,Relatively New,1559.04,No,unfurnished,High,Mid Floor
flat,sector 37c,1.0,3,3,3+,Under Construction,1874.96,No,unfurnished,Medium,Mid Floor
flat,sector 85,1.83,3,4,3,Relatively New,2407.99,No,unfurnished,Low,Mid Floor
flat,sector 111,2.65,3,4,2,Relatively New,2215.0,Yes,semifurnished,High,Mid Floor
flat,sector 71,1.35,4,4,3,Moderately Old,2349.97,Yes,unfurnished,Low,Mid Floor
flat,sector 90,0.4,2,2,1,New Property,626.03,No,unfurnished,Low,Mid Floor
flat,sector 63a,3.3,3,3,3,Under Construction,2149.98,Yes,unfurnished,Medium,Mid Floor
flat,sector 82a,2.91,4,4,3,Under Construction,4350.01,Yes,semifurnished,Medium,Mid Floor
flat,sector 23,0.16,2,2,2,Moderately Old,779.95,No,unfurnished,Low,Low Floor
house,sector 50,11.0,4,4,3+,Moderately Old,3504.31,Yes,semifurnished,Medium,Low Floor
house,sector 2,5.0,6,6,2,Moderately Old,4052.45,No,unfurnished,Low,Low Floor
flat,sector 108,1.25,3,2,0,Relatively New,2200.03,No,semifurnished,Medium,Low Floor
flat,sector 69,1.44,3,3,2,Relatively New,1577.99,No,unfurnished,High,Low Floor
flat,sector 92,2.0,4,5,3+,Relatively New,2475.05,Yes,semifurnished,Medium,High Floor
flat,sector 65,3.0,3,3,3,Under Construction,1828.03,No,unfurnished,Medium,High Floor
flat,sector 9a,1.5,4,3,3+,Relatively New,2057.26,No,semifurnished,Low,Mid Floor
flat,sector 33,1.5,3,3,3,Under Construction,1550.0,No,unfurnished,Medium,Mid Floor
flat,sector 51,1.7,3,4,3,Moderately Old,1989.9,No,unfurnished,Medium,Low Floor
flat,sector 43,2.09,3,3,2,Old Property,1429.98,No,semifurnished,Medium,High Floor
house,sector 49,3.75,6,6,3,Moderately Old,1621.0,No,unfurnished,Low,Mid Floor
house,sector 91,3.6,4,4,3,New Property,2685.0,No,semifurnished,Low,Low Floor
flat,sector 79,0.95,2,2,3,New Property,1529.98,No,unfurnished,Low,Mid Floor
flat,sector 63a,2.2,2,3,3+,Under Construction,1257.98,No,unfurnished,Medium,Mid Floor
house,sector 12,1.2,4,4,2,Relatively New,935.0,No,semifurnished,Low,Low Floor
flat,sector 2,0.95,2,2,3,Old Property,1765.47,No,semifurnished,Medium,Mid Floor
flat,sector 56,1.5,3,3,3+,Relatively New,2000.04,Yes,semifurnished,Medium,Mid Floor
flat,sector 36,0.85,3,2,3,New Property,935.04,No,unfurnished,Low,Low Floor
flat,sector 102,0.97,2,2,2,New Property,915.04,No,unfurnished,Medium,High Floor
house,sector 3 phase 2,1.0,3,4,2,Relatively New,994.0,No,unfurnished,Low,Low Floor
house,sector 10a,1.7,2,1,2,Old Property,994.0,No,unfurnished,Low,Low Floor
flat,sector 61,2.55,3,3,2,New Property,2032.44,No,unfurnished,Low,Mid Floor
flat,sector 108,0.98,2,3,3,Relatively New,1282.95,No,unfurnished,Medium,Mid Floor
flat,sector 2,1.26,2,2,3,Moderately Old,1564.96,No,unfurnished,Medium,Mid Floor
flat,sector 83,1.08,3,3,2,Relatively New,1735.03,No,unfurnished,Low,High Floor
flat,sector 99a,0.85,2,2,2,New Property,1251.95,No,unfurnished,Low,Mid Floor
flat,sector 108,2.0,4,4,3+,Relatively New,2779.02,Yes,semifurnished,High,Mid Floor
flat,sector 99a,0.27,2,2,1,Relatively New,603.67,No,unfurnished,Low,Mid Floor
flat,sector 48,2.7,3,3,3+,Relatively New,2304.98,Yes,semifurnished,High,Mid Floor
flat,sector 86,1.3,2,3,3,Relatively New,1059.67,No,semifurnished,Low,Mid Floor
flat,sector 70a,1.34,2,2,3+,New Property,1304.05,No,semifurnished,Medium,High Floor
flat,sector 104,0.49,3,2,2,Under Construction,744.97,No,unfurnished,Medium,Mid Floor
flat,sector 78,0.7,2,2,2,Moderately Old,1352.0,No,unfurnished,Low,Mid Floor
flat,sector 85,1.93,3,4,3,Relatively New,2407.99,Yes,unfurnished,High,Mid Floor
flat,sector 84,0.9,3,3,3+,Relatively New,1725.02,No,unfurnished,High,High Floor
flat,sector 113,1.75,2,2,3,Relatively New,1573.04,No,unfurnished,Medium,Mid Floor
flat,sector 78,1.2,1,2,2,Under Construction,629.67,No,unfurnished,Low,High Floor
flat,sector 69,1.4,3,3,1,Relatively New,1537.95,No,semifurnished,High,High Floor
flat,sector 83,0.84,2,2,2,Moderately Old,1244.95,No,semifurnished,High,Mid Floor
flat,sector 61,2.0,3,3,2,New Property,1931.47,No,unfurnished,Medium,Mid Floor
flat,sector 70a,1.9,4,3,3,New Property,2369.15,No,unfurnished,Medium,Low Floor
flat,sector 113,3.25,4,4,3+,Under Construction,2865.28,Yes,unfurnished,Medium,High Floor
house,sector 4,3.2,3,3,2,Old Property,2486.0,No,unfurnished,Low,Low Floor
flat,sector 99a,0.3,2,2,1,New Property,650.03,No,unfurnished,Low,Mid Floor
flat,sector 106,1.32,4,5,3+,Relatively New,2355.03,Yes,unfurnished,Low,High Floor
flat,sector 68,1.78,3,3,3+,Relatively New,1949.99,No,semifurnished,Medium,High Floor
flat,sector 70,2.1,4,5,3+,Moderately Old,2400.03,Yes,semifurnished,Medium,Mid Floor
flat,sector 28,0.95,2,1,1,Old Property,1333.08,No,unfurnished,Medium,Low Floor
flat,sector 68,1.32,2,2,3,Relatively New,1506.95,No,unfurnished,Medium,High Floor
flat,sector 102,2.12,3,3,3,New Property,1852.04,No,unfurnished,Medium,Mid Floor
flat,sector 76,0.5,2,2,1,Under Construction,947.45,No,unfurnished,Medium,Mid Floor
flat,sector 65,3.0,3,3,3,Under Construction,1828.03,No,unfurnished,Medium,High Floor
flat,sector 113,2.9,4,4,3+,Under Construction,2865.28,Yes,unfurnished,Low,High Floor
flat,sohna road,0.95,3,2,3+,Relatively New,1147.88,No,unfurnished,Low,Low Floor
house,sector 3,0.9,3,4,3,Moderately Old,3867.0,No,semifurnished,Low,Mid Floor
flat,sector 90,1.25,3,3,3,Relatively New,1719.96,No,unfurnished,Medium,High Floor
flat,sector 81,2.3,3,4,3+,Relatively New,2132.01,Yes,furnished,High,High Floor
flat,sector 110,3.7,4,5,3,Relatively New,3399.99,Yes,unfurnished,High,Mid Floor
flat,sector 65,1.75,3,3,3,Relatively New,1395.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 52,5.0,5,7,3+,Moderately Old,6484.23,Yes,unfurnished,Medium,Low Floor
flat,sector 56,1.85,3,4,3,Old Property,2556.33,Yes,unfurnished,Medium,Mid Floor
flat,sector 113,1.45,2,2,2,Relatively New,1275.95,No,unfurnished,Medium,Mid Floor
flat,sector 109,2.2,3,4,3,Relatively New,2094.98,Yes,unfurnished,High,High Floor
flat,sector 82a,3.85,5,6,3+,New Property,6409.19,Yes,unfurnished,Medium,Mid Floor
flat,sector 70a,1.18,2,2,3,New Property,1450.0,No,unfurnished,Medium,Mid Floor
flat,sector 113,2.0,3,3,3,New Property,1852.42,No,unfurnished,Medium,High Floor
flat,sector 49,0.87,1,1,1,Relatively New,561.15,No,unfurnished,Low,Low Floor
flat,sector 67a,1.85,3,4,3,New Property,2145.0,No,semifurnished,High,Mid Floor
flat,sector 61,2.5,3,3,1,Under Construction,1712.0,No,unfurnished,Medium,Low Floor
flat,sector 90,1.25,3,3,2,Relatively New,1743.97,No,unfurnished,Low,High Floor
flat,sector 37d,0.71,2,2,3,New Property,1309.97,No,unfurnished,Low,Mid Floor
house,sector 4,2.35,4,4,2,Old Property,1591.0,No,unfurnished,Low,Low Floor
flat,sector 2,0.56,1,2,2,Moderately Old,811.57,No,unfurnished,Medium,Mid Floor
flat,sector 77,1.35,3,3,3+,New Property,1735.03,No,semifurnished,Medium,Mid Floor
house,sector 25,10.75,9,9,3+,Old Property,3978.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 108,0.7,2,2,2,Moderately Old,1505.01,No,unfurnished,Medium,High Floor
house,sector 63,1.5,3,3,2,New Property,2635.0,No,unfurnished,Low,Low Floor
flat,sector 111,2.35,3,3,3+,Under Construction,1785.0,No,unfurnished,Low,Mid Floor
house,sector 81,0.89,1,1,0,Relatively New,1210.0,No,unfurnished,Low,Low Floor
flat,sector 76,1.92,3,3,2,Under Construction,1799.0,No,unfurnished,Medium,Mid Floor
flat,sector 61,2.04,3,3,3+,Moderately Old,1794.99,Yes,semifurnished,High,High Floor
flat,sector 113,2.35,3,3,3,New Property,2217.04,Yes,unfurnished,High,High Floor
flat,sector 72,3.85,4,5,3+,Relatively New,2904.96,Yes,semifurnished,High,High Floor
house,sector 2,5.6,8,6,3+,Moderately Old,3580.0,Yes,unfurnished,Low,Low Floor
house,sector 41,9.25,9,9,3+,Moderately Old,5611.23,Yes,semifurnished,Medium,Mid Floor
flat,sector 63,0.88,1,1,2,New Property,824.01,No,unfurnished,Low,Mid Floor
flat,sector 107,1.45,3,4,3+,Relatively New,2360.95,Yes,unfurnished,Medium,Mid Floor
flat,sector 108,0.95,3,3,3,Relatively New,1822.01,No,unfurnished,Medium,Mid Floor
flat,sector 36,0.24,1,1,1,New Property,513.89,No,unfurnished,Medium,Mid Floor
flat,sector 83,1.15,3,2,3,Relatively New,1754.95,No,unfurnished,Low,High Floor
flat,sector 92,1.55,3,4,3,Relatively New,1994.98,Yes,unfurnished,Low,Mid Floor
flat,sector 61,2.6,3,3,2,New Property,1629.98,No,unfurnished,Low,Low Floor
flat,sector 90,1.3,3,3,3+,Relatively New,1929.97,Yes,semifurnished,Medium,Mid Floor
flat,sector 85,1.3,2,2,3+,Relatively New,1771.95,No,unfurnished,Medium,Mid Floor
flat,manesar,0.85,3,2,2,Moderately Old,1666.04,No,unfurnished,Low,Mid Floor
flat,gwal pahari,0.56,2,2,1,Old Property,1153.57,No,semifurnished,Low,High Floor
flat,sector 81,2.45,3,3,2,Relatively New,2132.01,Yes,semifurnished,High,Mid Floor
flat,sector 106,3.2,3,3,3+,Under Construction,2496.11,Yes,unfurnished,Low,Mid Floor
flat,sector 66,3.5,3,3,2,Relatively New,2201.0,No,unfurnished,Medium,Mid Floor
flat,sector 70,1.07,2,2,3,Relatively New,1350.01,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.3,2,2,0,Relatively New,627.0,No,unfurnished,Low,Mid Floor
flat,sector 113,3.45,4,4,3,Under Construction,2600.02,Yes,unfurnished,High,High Floor
house,sector 13,1.5,2,2,2,Old Property,1576.0,No,unfurnished,Low,Mid Floor
flat,sector 108,0.85,3,3,2,Relatively New,1832.98,Yes,unfurnished,Medium,Low Floor
flat,sector 3,0.58,2,2,2,Old Property,950.02,No,unfurnished,Medium,Low Floor
flat,sector 110,3.6,4,5,3,Relatively New,3399.99,Yes,unfurnished,High,Mid Floor
flat,sohna road,0.79,3,2,3+,Under Construction,1081.02,No,unfurnished,Medium,Mid Floor
flat,sector 111,3.65,4,5,3+,Moderately Old,2949.95,Yes,unfurnished,Medium,High Floor
house,sector 23,5.5,8,8,2,Moderately Old,2785.0,Yes,semifurnished,Medium,Mid Floor
house,sector 7,1.75,4,2,2,Old Property,1740.0,No,unfurnished,Low,Low Floor
flat,sector 83,0.78,2,2,2,Relatively New,1244.95,No,semifurnished,High,Mid Floor
flat,sector 104,1.75,4,5,3+,New Property,2897.78,Yes,unfurnished,Medium,Low Floor
flat,sector 88b,1.1,2,4,3+,Under Construction,1410.6,No,unfurnished,Medium,Low Floor
flat,sector 79,1.3,2,4,2,Relatively New,1350.98,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.27,2,2,1,Relatively New,571.03,No,semifurnished,Low,Mid Floor
flat,sector 65,2.6,3,3,3+,Relatively New,2057.26,No,unfurnished,Low,Mid Floor
flat,sector 3 phase 2,0.28,2,2,1,Relatively New,650.03,No,unfurnished,Medium,Mid Floor
flat,sector 81,0.38,1,1,2,Relatively New,498.52,No,unfurnished,Low,Mid Floor
flat,sector 85,0.67,2,2,2,Relatively New,1374.98,No,semifurnished,High,Mid Floor
house,sector 14,5.0,3,3,3,Moderately Old,2486.0,No,unfurnished,Low,Low Floor
house,sector 53,4.0,5,5,2,Relatively New,2486.0,No,unfurnished,Low,Mid Floor
flat,sector 90,1.2,3,3,3+,Moderately Old,2406.33,Yes,unfurnished,Medium,Mid Floor
house,sector 13,0.9,5,4,3,Moderately Old,867.0,Yes,unfurnished,Low,Mid Floor
flat,sector 92,0.39,3,3,3+,Relatively New,800.19,No,unfurnished,Medium,Mid Floor
flat,sector 68,1.08,2,2,3,Relatively New,1244.95,No,semifurnished,Medium,Low Floor
flat,sector 65,3.2,4,3,2,Relatively New,2848.18,Yes,unfurnished,Low,Low Floor
flat,sector 108,2.0,3,3,3+,Relatively New,2338.03,Yes,unfurnished,Medium,High Floor
flat,sector 102,2.2,3,4,3+,Moderately Old,2149.01,Yes,unfurnished,Medium,Mid Floor
flat,sector 77,2.1,3,4,3+,New Property,2000.04,Yes,semifurnished,Medium,High Floor
flat,sector 49,2.38,3,4,3,Relatively New,2070.01,No,unfurnished,Low,Low Floor
flat,sector 92,1.42,3,3,2,Relatively New,1919.96,No,unfurnished,Medium,Mid Floor
flat,sector 99a,0.32,2,2,1,New Property,575.01,No,unfurnished,Low,Low Floor
flat,sector 86,2.2,3,3,1,Relatively New,1929.97,No,furnished,Medium,Mid Floor
flat,sector 28,4.3,3,4,3,Old Property,3462.0,Yes,unfurnished,Low,Mid Floor
house,sector 105,0.74,3,3,0,Moderately Old,1105.0,No,unfurnished,Low,Low Floor
flat,sector 28,2.35,3,3,2,Old Property,1777.01,Yes,unfurnished,Medium,High Floor
house,sector 47,4.6,7,6,3+,Moderately Old,1909.0,No,furnished,Medium,Mid Floor
flat,sector 48,2.65,4,4,3+,Moderately Old,2566.97,Yes,semifurnished,High,High Floor
flat,sector 82,1.75,4,5,3+,Relatively New,2641.37,No,unfurnished,Medium,Low Floor
flat,sector 63a,3.15,3,3,3,Under Construction,2683.35,No,unfurnished,Low,Mid Floor
flat,sector 99a,0.32,2,2,2,New Property,523.99,No,unfurnished,Medium,Low Floor
flat,sector 104,1.16,3,4,3+,Relatively New,2264.55,Yes,semifurnished,Medium,Mid Floor
flat,sector 33,1.2,2,2,2,New Property,1394.04,No,unfurnished,Medium,Low Floor
flat,sector 92,0.95,4,3,2,New Property,2000.04,No,unfurnished,Low,High Floor
flat,sohna road,0.46,2,2,2,Relatively New,950.02,No,furnished,Medium,Mid Floor
flat,sector 111,2.58,3,4,2,Relatively New,2200.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 90,1.65,4,4,3+,Relatively New,2215.0,No,unfurnished,Medium,Mid Floor
flat,sector 82,0.97,3,4,2,Relatively New,1790.04,Yes,unfurnished,Medium,High Floor
house,sector 66,19.0,5,6,3+,Relatively New,7481.82,Yes,semifurnished,Medium,Mid Floor
house,sector 2,6.0,5,6,3+,Old Property,2685.0,No,semifurnished,Low,Mid Floor
house,sector 43,9.5,5,5,3+,Relatively New,2916.11,Yes,semifurnished,Medium,Low Floor
flat,sector 81,2.2,3,3,3+,Relatively New,2103.05,Yes,furnished,Low,Mid Floor
flat,sector 77,1.2,3,3,3,Relatively New,1766.3,No,unfurnished,Low,High Floor
flat,sector 85,2.13,4,4,3,Relatively New,2811.96,No,unfurnished,Low,Mid Floor
flat,sector 86,1.65,3,4,3,Relatively New,1894.98,Yes,unfurnished,Medium,Mid Floor
flat,sector 50,3.0,3,3,3+,Old Property,2604.97,Yes,semifurnished,Medium,High Floor
house,sector 57,8.31,5,6,3+,Old Property,3799.0,Yes,unfurnished,Low,Mid Floor
flat,sector 67,2.35,3,4,3+,Moderately Old,1935.03,Yes,semifurnished,High,High Floor
flat,sector 69,1.52,3,3,2,Relatively New,1577.99,No,semifurnished,High,Mid Floor
flat,sohna road,0.2,1,1,1,New Property,524.0,No,unfurnished,Medium,Mid Floor
flat,sector 68,1.32,2,2,2,New Property,1613.0,No,unfurnished,Low,Mid Floor
flat,sector 79,1.28,3,3,3,Relatively New,1505.01,No,unfurnished,High,Mid Floor
house,sector 48,5.5,3,6,2,Moderately Old,2864.0,Yes,semifurnished,Medium,Low Floor
flat,sector 107,0.5,3,2,2,Relatively New,804.44,No,unfurnished,Low,Mid Floor
flat,sector 65,5.9,3,3,3,Moderately Old,3362.97,No,furnished,Low,Mid Floor
flat,sector 92,0.71,3,3,2,Relatively New,1790.86,No,unfurnished,Low,Mid Floor
flat,sector 3 phase 3 extension,0.22,2,2,1,Relatively New,663.1,No,furnished,Low,Low Floor
flat,sector 66,3.5,3,3,3,Moderately Old,2200.03,Yes,semifurnished,Medium,Mid Floor
flat,sector 67,3.5,3,4,3+,Relatively New,2358.05,Yes,semifurnished,High,High Floor
flat,sector 49,2.65,3,4,3,Moderately Old,1935.0,Yes,semifurnished,Medium,High Floor
flat,sector 90,1.23,3,3,2,Relatively New,1743.97,No,unfurnished,Low,High Floor
house,sector 31,3.69,4,4,2,Moderately Old,1720.0,Yes,semifurnished,Medium,Low Floor
flat,sohna road,0.53,2,2,2,Relatively New,1053.71,No,unfurnished,High,Low Floor
flat,sector 66,1.45,2,2,3,Relatively New,1188.01,No,unfurnished,Medium,Mid Floor
flat,sector 102,1.6,2,2,3,Moderately Old,1512.0,No,unfurnished,Low,High Floor
flat,sector 99,2.45,3,4,3,New Property,2779.99,Yes,semifurnished,High,Low Floor
flat,sector 89,1.5,3,3,3,Under Construction,1749.99,No,unfurnished,Medium,Mid Floor
flat,sector 36a,3.65,3,3,2,New Property,2538.02,No,unfurnished,Low,High Floor
flat,sector 63,4.49,4,4,3+,New Property,3927.83,No,semifurnished,Medium,Mid Floor
flat,sector 106,6.3,5,6,3+,Under Construction,4095.02,No,semifurnished,Medium,Mid Floor
flat,sector 72,3.2,4,4,3+,Moderately Old,2624.99,Yes,semifurnished,High,Mid Floor
flat,sector 81,1.45,3,2,3+,Relatively New,1660.01,No,unfurnished,Low,Mid Floor
flat,sector 31,5.5,4,5,3+,Relatively New,2942.96,Yes,unfurnished,Medium,Low Floor
flat,sector 90,0.7,2,3,2,Relatively New,1685.71,No,semifurnished,Low,Mid Floor
flat,sector 92,1.1,4,4,3,Relatively New,2565.19,Yes,unfurnished,Medium,Mid Floor
flat,sector 92,0.51,3,2,2,Relatively New,1250.01,No,unfurnished,Medium,Low Floor
house,sector 4,0.4,1,1,0,Moderately Old,497.0,No,unfurnished,Low,Low Floor
flat,sector 92,1.25,3,3,3,Under Construction,2556.33,Yes,unfurnished,Low,High Floor
flat,sector 63,3.0,3,3,3,New Property,2244.52,No,unfurnished,Low,Mid Floor
house,sector 26,13.5,5,5,3,Old Property,4992.0,Yes,semifurnished,Medium,Low Floor
flat,sector 92,0.62,2,2,2,New Property,1501.22,No,unfurnished,Low,Mid Floor
flat,sector 84,0.41,2,2,2,New Property,582.97,No,semifurnished,Low,Mid Floor
flat,sector 66,3.2,3,3,3,Relatively New,2200.03,Yes,unfurnished,Medium,High Floor
flat,sector 37c,0.87,2,3,3+,Relatively New,1577.99,No,unfurnished,Medium,Mid Floor
flat,sector 65,2.35,3,3,3,Relatively New,1650.0,Yes,semifurnished,Medium,Low Floor
flat,sector 69,2.06,3,3,3,Relatively New,1811.99,No,unfurnished,Low,High Floor
flat,sector 60,2.15,2,3,2,Relatively New,1523.95,Yes,semifurnished,Low,Mid Floor
flat,sector 69,1.75,4,4,1,Relatively New,1970.01,No,unfurnished,Medium,High Floor
flat,sector 107,1.15,2,2,3,Relatively New,1533.96,No,unfurnished,Low,Low Floor
flat,sector 90,1.51,4,4,3+,Relatively New,2363.97,Yes,semifurnished,Medium,Mid Floor
flat,sector 65,2.25,2,2,3,Under Construction,1786.74,No,unfurnished,Low,Mid Floor
house,sector 43,10.5,4,4,2,Old Property,4157.0,Yes,unfurnished,Medium,Low Floor
